"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=OBJ:lord->ENT:god>>OBJ:creator->ATTR:divine>>OBJ:speaker", [GNSS|0002]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=OBJ:command->OBJ:waters->ATTR:below->ENT:heaven->ACT:gather->LOCN=OBJ:place->Q.BASE=BASE:one>>OBJ:dry->OBJ:land->ACT:appear; ^ ACT|P=ACTV:name|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=OBJ:dry->OBJ:land->ENT:earth>>OBJ:gathered->OBJ:waters->ENT:seas", [GNSS|0033-003D]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:vegetation|R.OBJ=OBJ:plants>>OBJ:grass>>OBJ:herbs>>OBJ:trees->OBJ:fruit->ACT:create->ENT:earth", [GNSS|0048-004D]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=ENT:earth->ACT:sprout->OBJ:grass>>OBJ:herbs->ACT:yield->OBJ:seed>>OBJ:trees->OBJ:fruit->ATTR:kind->OBJ:seed->LOCN=ENT:earth|C.EVAL=EVAL:so", [GNSS|0040-0047]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:sun|R.OBJ=OBJ:light->ATTR:greater->ACT:rule->ENT:day", [GNSS|0066]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:moon|R.OBJ=OBJ:light->ATTR:lesser->ACT:rule->ENT:night", [GNSS|0068]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:stars|R.OBJ=OBJ:lights->LOCN=ENT:firmament", [GNSS|006A]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=OBJ:command->OBJ:lights->LOCN=ENT:firmament->ACT:separate->ENT:day>>ENT:night->ACT:serve->OBJ:signs>>OBJ:seasons>>OBJ:days>>OBJ:years->ACT:give->OBJ:light->LOCN=ENT:earth; ^ ACT|P=ACTV:make|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=OBJ:two->OBJ:great->OBJ:lights>>OBJ:greater->OBJ:light->ACT:govern->ENT:day>>OBJ:lesser->OBJ:light->ACT:govern->ENT:night>>ENT:stars", [GNSS|0054-006A]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=OBJ:sea->OBJ:creatures|R.OBJ=OBJ:monsters->ATTR:great>>OBJ:creatures->ATTR:living->ACT:swarm->LOCN=OBJ:waters", [GNSS|0083-0087]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:birds|R.OBJ=OBJ:fowl->ATTR:winged->ATTR:kind", [GNSS|0088]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=OBJ:command->OBJ:waters->ACT:teem->OBJ:creatures->ATTR:living>>ENT:birds->ACT:fly->LOCN=ENT:firmament->LOCN=ENT:earth; ^ ACT|P=ACTV:create|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=OBJ:monsters->ATTR:great>>OBJ:creature->ATTR:living->ACT:move->LOCN=OBJ:waters->ATTR:kind>>ENT:bird->ATTR:winged->ATTR:kind", [GNSS|007B-0088]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=OBJ:land->OBJ:animals|R.OBJ=OBJ:cattle>>OBJ:creeping->OBJ:things>>OBJ:beasts->LOCN=ENT:earth->ATTR:kind", [GNSS|009E-00A4]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=OBJ:command->ENT:earth->ACT:bring->OBJ:creatures->ATTR:living->ATTR:kind->OBJ:cattle>>OBJ:creeping->OBJ:things>>OBJ:beasts->LOCN=ENT:earth->ATTR:kind|C.EVAL=EVAL:so", [GNSS|0095-009C]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:man|R.OBJ=OBJ:human->ACT:create->ENT:god->OBJ:image->ENT:god->OBJ:male>>OBJ:female", [GNSS|00B6-00BB]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:woman|R.OBJ=OBJ:female->OBJ:human->ACT:create->SRC=ENT:rib->ENT:man", [GNSS|0185]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=OBJ:command->OBJ:make->ENT:man->REL:in->OBJ:image->ENT:god->REL:after->OBJ:likeness->ENT:god->ACT:rule->OBJ:fish->LOCN=ENT:sea>>OBJ:birds->LOCN=ENT:air>>OBJ:cattle>>OBJ:earth->OBJ:all>>OBJ:creeping->OBJ:thing->ACT:creep->LOCN=ENT:earth; ^ ACT|P=ACTV:create|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=ENT:man->OBJ:image->ENT:god->OBJ:male>>OBJ:female", [GNSS|00A7-00BB]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=OBJ:garden->ENT:eden|R.OBJ=OBJ:garden->ATTR:divine->ACT:plant->LOCN=ENT:eden->C.ADV=ADV:eastward", [GNSS|011C]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:eden|R.OBJ=OBJ:region->ACT:contain->OBJ:garden", [GNSS|011C]
"^ ACT|P=ACTV:plant|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:lord->ENT:god|R.OBJ=OBJ:garden|LOCN=ENT:eden|C.ADV=ADV:eastward; ^ ACT|P=ACTV:place|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:lord->ENT:god|R.OBJ=ENT:man|C.MANNER=OBJ:formed", [GNSS|011B-011F]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=OBJ:tree->OBJ:life|R.OBJ=OBJ:tree->LOCN=OBJ:midst->OBJ:garden", [GNSS|0127-0128]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=OBJ:tree->OBJ:knowledge|R.OBJ=OBJ:tree->OBJ:knowledge->OBJ:good>>OBJ:evil", [GNSS|012A-012B]
"^ ACT|P=ACTV:make|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:lord->ENT:god|R.OBJ=OBJ:tree->ATTR:pleasant->R.AEE=REL:for->OBJ:sight>>OBJ:tree->ATTR:good->R.AEE=REL:for->OBJ:food>>OBJ:tree->OBJ:life->LOCN=OBJ:midst->OBJ:garden>>OBJ:tree->OBJ:knowledge->OBJ:good>>OBJ:evil", [GNSS|0122-012B]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:pishon|R.OBJ=OBJ:river->ORD:first->ACT:water->OBJ:garden->ACT:encompass->ENT:havilah", [GNSS|0132]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:gihon|R.OBJ=OBJ:river->ORD:second->ACT:encompass->ENT:cush", [GNSS|013D]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:tigris|R.OBJ=OBJ:river->ORD:third->ACT:go->C.ADV=ADV:east->ENT:asshur", [GNSS|0143]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:euphrates|R.OBJ=OBJ:river->ORD:fourth", [GNSS|0148]
"^ ACT|P=ACTV:flow|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=OBJ:river|R.OBJ=ACT:water->OBJ:garden; ^ ACT|P=ACTV:divide|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=OBJ:river|R.OBJ=OBJ:four->OBJ:rivers; ^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:pishon|R.OBJ=ACT:flow->LOCN=ENT:havilah->OBJ:all->OBJ:land->R.AEE=OBJ:gold->PROP:good>>OBJ:bdellium>>OBJ:onyx->OBJ:stone; ^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:gihon|R.OBJ=ACT:flow->LOCN=ENT:cush->OBJ:all->OBJ:land; ^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:tigris|R.OBJ=ACT:flow->C.ADV=ADV:east->ENT:asshur; ^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:euphrates|R.OBJ=OBJ:river", [GNSS|0130-0148]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=OBJ:command->OBJ:make->ENT:man->REL:in->OBJ:image->ENT:god->REL:after->OBJ:likeness->ENT:god; ^ ACT|P=ACTV:create|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=ENT:man->OBJ:image->ENT:god->OBJ:male>>OBJ:female", [GNSS|00A7-00BB]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:serpent|R.OBJ=OBJ:beast->LOCN=ENT:field->ATTR:subtle", [GNSS|0197-019B]
"^ COP|P=be|G.T=PA|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:serpent|R.OBJ=ATTR:more->ATTR:subtle->CMP=OBJ:beast->LOCN=ENT:field->ACT:make->R.SRC=ENT:lord->ENT:god", [GNSS|0197-019B]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:serpent|R.OBJ=ENT:woman->OBJ:question->OBJ:say->ENT:god->OBJ:eat->C.POL=NEG->OBJ:any->OBJ:tree->LOCN=OBJ:garden", [GNSS|019C-01A0]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:woman|R.OBJ=ENT:serpent->OBJ:may->ACT:eat->OBJ:fruit->LOCN=OBJ:trees->LOCN=OBJ:garden>>OBJ:but->OBJ:fruit->LOCN=OBJ:tree->LOCN=OBJ:midst->OBJ:garden->R.SRC=ENT:god->ACT:say->OBJ:eat->C.POL=NEG>>ACT:touch->C.POL=NEG->RSN=OBJ:lest->ACT:die", [GNSS|01A1-01AD]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:serpent|R.OBJ=ENT:woman->OBJ:not->ACT:die|C.POL=NEG; ^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=ACT:know->TCOND=OBJ:day->ACT:eat->R.AFF=ENT:you->R.OBJ=OBJ:it->ACT:open->R.AFF=ENT:your->OBJ:eyes->ACT:be->R.AFF=ENT:you->R.OBJ=ENT:god->ACT:know->R.AFF=ENT:you->R.OBJ=OBJ:good>>OBJ:evil", [GNSS|01AE-01B7]
"^ ACT|P=ACTV:see|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:woman|R.OBJ=ENT:tree->PROP:good->REL:for->OBJ:food>>PROP:delight->REL:to->OBJ:eyes>>PROP:desirable->REL:to->ACT:make->OBJ:one->ATTR:wise; ^ ACT|P=ACTV:take|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:woman|R.OBJ=OBJ:fruit->R.SRC=ENT:tree; ^ ACT|P=ACTV:eat|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:woman|R.OBJ=OBJ:fruit; ^ ACT|P=ACTV:give|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:woman|R.OBJ=OBJ:fruit->REC=ENT:husband->C.ADV=ADV:with->R.AEE=ENT:her; ^ ACT|P=ACTV:eat|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:husband|R.OBJ=OBJ:fruit", [GNSS|01B8-01C5]
"^ ACT|P=ACTV:open|G.T=PA|G.V=ACT|G.M=IND|R.AFF=OBJ:eyes->Q.BASE=BASE:both; ^ ACT|P=ACTV:know|G.T=PA|G.V=ACT|G.M=IND|R.AFF=Q.BASE=BASE:both|R.OBJ=PROP:naked; ^ ACT|P=ACTV:sew|G.T=PA|G.V=ACT|G.M=IND|R.AFF=Q.BASE=BASE:both|R.OBJ=OBJ:leaves->ENT:fig->Q.AGG=AGG:together; ^ ACT|P=ACTV:make|G.T=PA|G.V=ACT|G.M=IND|R.AFF=Q.BASE=BASE:both|R.OBJ=OBJ:loincloths|MAT=OBJ:leaves->ENT:fig|BEN=REFL:self", [GNSS|01C6-01CB]
"^ ACT|P=ACTV:hear|G.T=PA|G.V=ACT|G.M=IND|R.AFF=Q.BASE=BASE:they|R.OBJ=OBJ:voice->ENT:lord->ENT:god->ACT:walk->LOCN=ENT:garden->C.TIME=ADV:cool->REL:of->ENT:day; ^ ACT|P=ACTV:hide|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:man>>ENT:wife|R.OBJ=REFL:self|R.SRC=OBJ:presence->ENT:lord->ENT:god|LOCN=OBJ:trees->LOCN=ENT:garden", [GNSS|01CC-01D7]
"^ ACT|P=ACTV:call|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:lord->ENT:god|R.OBJ=ENT:man; ^ ACT|P=ACTV:ask|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:lord->ENT:god|R.OBJ=OBJ:location->OBJ:you; ^ ACT|P=ACTV:report|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:man|R.OBJ=ACT:hear->OBJ:voice->ENT:you->LOCN=ENT:garden>>ACT:fear->RSN=PROP:naked>>ACT:hide->OBJ:self", [GNSS|01D8-01E0]
"^ ACT|P=ACTV:ask|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:lord->ENT:god|R.OBJ=OBJ:source->OBJ:knowledge->PROP:naked>>OBJ:compliance->REL:with->OBJ:command->C.POL=NEG->ACT:eat->R.SRC=ENT:tree; ^ ACT|P=ACTV:report|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:man|R.OBJ=ENT:woman->R.SRC=ENT:you->REL:for->OBJ:with->ENT:me->ACT:give->OBJ:from->ENT:tree>>ACT:eat->R.AFF=ENT:me", [GNSS|01E1-01EB]
"^ ACT|P=ACTV:ask|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:lord->ENT:god|R.OBJ=ENT:woman->OBJ:deed; ^ ACT|P=ACTV:report|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:woman|R.OBJ=ENT:serpent->ACT:deceive->R.AFF=ENT:me>>ACT:eat->R.AFF=ENT:me", [GNSS|01EC-01F1]
"^ ACT|P=ACTV:declare|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:lord->ENT:god|R.OBJ=ENT:serpent->SANCT:cursed->CMP=OBJ:cattle>>OBJ:beast->LOCN=ENT:field; ^ IMPOS|P=decree|G.T=PR|R.AFF=ENT:serpent|R.OBJ=ACT:go->LOCN=OBJ:belly>>ACT:eat->OBJ:dust->C.TIME=ADV:all->OBJ:days->REL:of->ENT:life", [GNSS|01F2-01FC]
"^ IMPOS|P=decree|G.T=PR|R.AFF=ENT:lord->ENT:god|R.OBJ=OBJ:enmity->BET=ENT:serpent>>ENT:woman>>REL:between->OBJ:seed->R.AFF=ENT:serpent>>OBJ:seed->R.AFF=ENT:woman; ^ FUT|P=ACTV:strike|G.T=FU|R.AFF=OBJ:seed->R.AFF=ENT:woman|R.OBJ=OBJ:head->R.AFF=ENT:serpent; ^ FUT|P=ACTV:strike|G.T=FU|R.AFF=ENT:serpent|R.OBJ=OBJ:heel->R.AFF=OBJ:seed->R.AFF=ENT:woman", [GNSS|01FD-0204]
"^ IMPOS|P=decree|G.T=PR|R.AFF=ENT:woman|R.OBJ=ACT:multiply->OBJ:pain->LOCN=OBJ:childbirth->Q.DGR=DGR:greatly>>FUT:bring_forth->OBJ:children->MNR=PROP:pain>>OBJ:desire->REL:for->ENT:husband>>FUT:rule->R.AFF=ENT:husband->R.OBJ=ENT:woman", [GNSS|0205-020D]
"^ ACT|P=ACTV:declare|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:lord->ENT:god|R.OBJ=ENT:adam->RSN=ACT:listen->OBJ:voice->R.SRC=ENT:wife>>ACT:eat->R.SRC=ENT:tree->REL:of->OBJ:command->C.POL=NEG->ACT:eat; ^ IMPOS|P=decree|G.T=PR|R.AFF=ENT:ground|R.OBJ=SANCT:cursed->RSN=R.AFF=ENT:adam; ^ IMPOS|P=decree|G.T=PR|R.AFF=ENT:adam|R.OBJ=FUT:eat->OBJ:food->MNR=PROP:toil->C.TIME=ADV:all->OBJ:days->REL:of->ENT:life", [GNSS|020E-021B]
"^ IMPOS|P=decree|G.T=PR|R.AFF=ENT:adam|R.OBJ=FUT:eat->OBJ:bread->MNR=OBJ:sweat->LOCN=OBJ:face->T.UNTIL=ACT:return->LOCN=ENT:ground->RSN=ACT:take->R.SRC=ENT:ground; ^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|R.AFF=ENT:adam|R.OBJ=OBJ:dust; ^ IMPOS|P=decree|G.T=PR|R.AFF=ENT:adam|R.OBJ=FUT:return->OBJ:dust", [GNSS|0222-022A]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|R.AFF=ENT:eve|R.OBJ=ENT:woman->ACT:name->R.SRC=ENT:adam->ROLE:mother->REL:of->OBJ:all->OBJ:living", [GNSS|022C]
"^ ACT|P=ACTV:name|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:man|R.OBJ=ENT:wife->ENT:eve|RSN=ROLE:mother->REL:of->OBJ:all->OBJ:living", [GNSS|022B-022E]
"^ ACT|P=ACTV:make|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:lord->ENT:god|R.OBJ=OBJ:garments->MAT=OBJ:skins|BEN=ENT:adam>>ENT:wife; ^ ACT|P=ACTV:clothe|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:lord->ENT:god|R.OBJ=ENT:adam>>ENT:wife", [GNSS|022F-0233]
"^ ACT|P=ACTV:send_out|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:lord->ENT:god|R.OBJ=ENT:adam|R.SRC=ENT:garden->ENT:eden|PURP=ACT:till->OBJ:ground->R.SRC=ACT:take->R.SRC=ENT:ground", [GNSS|023F-0243]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|R.AFF=ENT:cherubim|R.OBJ=OBJ:guardians->ACT:place->C.ADV=ADV:east->ENT:eden", [GNSS|0249]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|R.AFF=OBJ:flaming->OBJ:sword|R.OBJ=OBJ:sword->ACT:turn->Q.DIR=DIR:every_way->ACT:guard->OBJ:way->REL:to->OBJ:tree->OBJ:life", [GNSS|024A-024B]
"^ ACT|P=ACTV:drive_out|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:he|R.OBJ=ENT:man; ^ ACT|P=ACTV:place|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:he|R.OBJ=ENT:cherubim|C.ADV=ADV:east->LOCN=ENT:garden->ENT:eden>>OBJ:flaming->OBJ:sword->ACT:turn->Q.DIR=DIR:every_way->PURP=ACT:guard->OBJ:way->REL:to->OBJ:tree->OBJ:life", [GNSS|0244-024D]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|R.AFF=ENT:cain|R.OBJ=ROLE:firstborn->REL:of->ENT:adam>>ENT:eve>>ROLE:tiller->REL:of->ENT:ground", [GNSS|0252-0253]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|R.AFF=ENT:abel|R.OBJ=ROLE:second_son->REL:of->ENT:adam>>ENT:eve>>ROLE:keeper->REL:of->OBJ:sheep", [GNSS|0258]
"^ ACT|P=ACTV:know|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:man|R.OBJ=ENT:eve->ENT:wife; ^ ACT|P=ACTV:bear|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:eve|R.OBJ=ENT:cain; ^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:eve|R.OBJ=OBJ:acquisition->AGT=ENT:lord; ^ ACT|P=ACTV:bear|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:eve|R.OBJ=ENT:abel; ^ COP|P=be|G.T=PR|G.V=STAT|R.AFF=ENT:abel|R.OBJ=ROLE:keeper->REL:of->OBJ:sheep; ^ COP|P=be|G.T=PR|G.V=STAT|R.AFF=ENT:cain|R.OBJ=ROLE:tiller->REL:of->ENT:ground", [GNSS|024E-025D]
"^ ACT|P=ACTV:bring|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:cain|R.OBJ=OBJ:offering->R.SRC=OBJ:fruit->REL:of->ENT:ground->REC=ENT:lord; ^ ACT|P=ACTV:bring|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:abel|R.OBJ=OBJ:firstborn->REL:of->OBJ:flock>>OBJ:fat; ^ ACT|P=ACTV:regard|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:lord|R.OBJ=ENT:abel>>OBJ:offering; ^ ACT|P=ACTV:regard|G.T=PA|G.V=ACT|G.M=NEG|R.AFF=ENT:lord|R.OBJ=ENT:cain>>OBJ:offering; ^ ACT|P=ACTV:anger|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:cain|Q.DGR=DGR:very; ^ ACT|P=ACTV:fall|G.T=PA|G.V=ACT|G.M=IND|R.AFF=OBJ:face->R.SRC=ENT:cain", [GNSS|025E-0270]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:cain|R.OBJ=ENT:abel->REL:brother; ^ ACT|P=ACTV:be|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:cain>>ENT:abel|LOCN=ENT:field; ^ ACT|P=ACTV:rise_up|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:cain|R.OBJ=ENT:abel->REL:brother; ^ ACT|P=ACTV:kill|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:cain|R.OBJ=ENT:abel", [GNSS|027E-0284]
"^ ACT|P=ACTV:ask|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:lord|R.OBJ=ENT:cain->OBJ:location->ENT:abel->REL:brother; ^ ACT|P=ACTV:reply|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:cain|R.OBJ=C.POL=NEG->ACT:know>>OBJ:retort->OBJ:keeper->REL:of->ENT:brother", [GNSS|0285-028A]
